"id","nearc4","ed76","age76","daded","momed","momdad14","sinmom14","step14","reg661","reg662","reg663","reg664","reg665","reg666","reg667","reg668","reg669","south66","work76","lwage76","black","smsa66r","wage76","kww","iq","marsta76"
2866,0,12,32,6,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.58063914,0,0,721,36,109,1
2867,0,17,31,12,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.51174533,0,0,673,42,95,4
2868,0,17,27,14,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.60529792,0,0,739,31,120,1
2869,0,12,26,8,10.25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.2984451,0,1,1478,NA,96,6
2870,0,12,34,8,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,NA,43,115,6
2871,0,11,26,9.94,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,NA,28,83,4
2872,0,17,27,8,14,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.77422389,0,0,875,40,NA,6
2873,0,12,33,8,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.80239476,0,0,900,40,NA,1
2874,0,12,25,12,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,28,NA,6
2875,0,13,31,13,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.68586095,0,0,801,42,91,1
2876,0,13,26,8,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.30991828,0,0,550,38,109,1
2877,0,10,34,8,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.35437004,0,0,575,32,NA,1
2878,0,12,27,12,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.29156914,0,0,540,38,87,1
2879,0,12,34,14,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,41,NA,1
2880,0,16,32,13,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.67203295,0,1,790,34,110,1
2881,0,14,28,12,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.54103,0,0,693,28,97,1
2882,0,16,26,12,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5.52146092,0,0,250,30,110,4
2883,0,17,24,14,13,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.03308622,0,0,417,35,NA,1
2884,0,9,32,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.453625,0,0,635,29,74,1
2885,0,12,27,9.94,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,32,109,1
2886,0,12,27,9,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,38,NA,4
2887,0,12,32,9.94,9,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.02344759,0,0,413,32,95,5
2888,0,12,28,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,39,NA,6
2889,0,12,25,9.94,10.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.70378247,0,0,300,26,97,1
2890,0,10,33,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,24,NA,1
2891,0,11,27,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,36,NA,1
2892,0,10,30,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,24,NA,1
2893,0,17,26,18,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.3403593,0,0,567,29,NA,1
2894,0,16,32,7,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.46302946,0,0,641,39,NA,1
2895,0,12,26,12,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,37,108,1
2896,0,13,29,9.94,10.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.87493073,0,0,356,34,98,1
2897,0,12,33,9.94,10.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.99146455,0,0,400,39,105,1
2898,0,12,31,12,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.02344759,0,0,413,21,85,1
2899,0,12,29,10,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1,NA,39,101,1
2900,0,14,33,12,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.27476202,0,0,531,42,105,1
2901,0,16,29,12,10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.453625,0,0,635,39,122,1
2902,0,14,27,18,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4.9698133,0,0,144,36,114,1
2903,0,14,31,17,13,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.30991828,0,0,550,36,129,1
2904,0,12,26,7,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,40,112,4
2905,0,12,32,7,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.18620862,0,0,486,33,100,6
2906,0,17,31,9,14,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.39359075,0,0,598,40,108,1
2907,0,15,26,17,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,33,120,6
2908,0,14,26,9.94,16,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.13556489,0,0,462,26,NA,1
2909,0,16,26,9.94,16,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.69950034,0,0,812,32,NA,1
2910,0,12,25,8,11,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.43775165,0,0,625,22,NA,1
2911,0,12,31,3,10.25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.94985646,0,0,1043,33,NA,1
2912,0,16,27,8,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.68461173,0,0,800,38,122,6
2913,0,16,27,8,9,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.69950034,0,1,812,36,119,1
2914,0,17,26,8,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.07073773,0,1,433,40,129,6
2915,0,17,32,9.94,10.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,NA,31,76,1
2916,0,17,28,8,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.62140565,0,0,751,32,79,1
2917,0,14,26,10,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5.68357977,0,0,294,39,109,6
2918,0,18,26,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,41,121,1
2919,1,12,25,12,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.05678401,0,1,427,30,105,1
2920,1,12,33,9.94,10.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.55108034,0,1,700,47,90,1
2921,1,16,33,9.94,10.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1,NA,39,86,1
2922,1,16,25,12,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5.64897424,0,1,284,30,NA,1
2923,1,14,27,13,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.295266,0,1,542,28,101,1
2924,1,15,31,12,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,1,NA,25,104,1
2925,1,12,25,12,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.1737861,0,1,480,35,83,1
2926,1,16,26,13,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5.9348942,0,1,378,32,NA,1
2927,1,16,30,9.94,10.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.23048145,0,1,508,38,111,1
2928,1,12,25,9.94,10.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6.2146081,0,1,500,26,NA,1
2929,1,15,28,12,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,0,1,NA,36,101,1
2930,1,12,33,12,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.58340922,0,0,723,42,110,1
2931,1,12,25,14,14,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5.39362755,0,0,220,32,92,6
2932,1,15,24,9.94,10.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,34,NA,6
2933,1,15,24,9.94,10.25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.1633148,0,0,475,22,NA,5
2934,1,17,29,7,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,36,108,1
2935,1,13,26,10,10,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.09174212,0,0,1202,36,113,1
2936,1,13,24,12,12,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5.99146455,0,0,400,26,115,6
2937,1,16,29,12,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.39859493,0,0,601,36,109,6
2938,1,16,29,12,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,32,131,1
2939,1,12,25,12,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,32,104,6
2940,1,12,29,12,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.17586727,0,1,481,35,114,5
2941,1,16,33,7,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.55108034,0,0,700,39,110,1
2942,1,12,27,10,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.64509097,0,1,769,43,102,1
2943,1,14,25,10,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.27098843,0,1,529,34,118,1
2944,1,15,25,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,42,107,6
2945,1,16,30,12,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.10924758,0,1,450,37,112,1
2946,1,1,24,10,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,NA,NA,6
2947,1,10,34,6,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.33327963,0,1,563,31,86,1
2948,1,13,32,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.47543272,0,1,649,42,114,1
2949,1,8,32,9,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.15273269,0,1,470,33,NA,1
2950,1,16,24,14,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.6167711,0,1,275,31,NA,6
2951,1,16,33,10,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.57786136,0,1,719,40,102,1
2952,1,12,33,9.94,10.25,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.98656646,0,1,1082,42,105,1
2953,1,8,31,3,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,22,NA,1
2954,1,16,34,6,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.51174533,0,1,673,51,83,1
2955,0,18,24,15,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.85793315,0,0,350,31,107,1
2956,0,14,28,5,9,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.64509097,1,0,769,34,81,1
2957,0,12,26,0,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.47697236,1,0,650,26,85,1
2958,0,9,30,9.94,4,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.62140565,0,0,751,34,72,1
2959,0,10,27,9.94,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.87493073,0,0,356,23,NA,1
2960,0,9,24,9.94,4,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.52146092,0,0,250,14,NA,1
2961,0,12,28,7,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.99396143,0,0,401,35,86,6
2962,0,11,25,7,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.05208917,0,0,425,38,NA,1
2963,0,9,25,7,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.65948222,0,0,287,26,NA,1
2964,0,13,26,6,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.73334128,1,0,309,18,NA,1
2965,0,14,24,6,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.35957387,1,0,578,21,NA,1
2966,0,16,30,7,8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.08221891,1,0,438,29,NA,1
2967,0,12,31,8,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.10924758,0,0,450,38,68,1
2968,0,17,28,9.94,15,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.15329159,0,0,173,36,115,1
2969,0,16,27,8,9,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.27098843,1,0,529,19,NA,1
2970,0,12,30,8,10.25,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.17794411,1,0,482,27,NA,5
2971,0,12,27,8,10.25,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.72503364,1,0,833,18,NA,1
2972,0,12,34,9.94,6,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.56068163,1,0,260,22,95,6
2973,0,12,25,9.94,3,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.63121178,1,0,279,22,NA,6
2974,0,13,25,9.94,10.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5.85793315,1,0,350,29,NA,1
2975,0,11,24,5,11,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4.97673374,0,0,145,20,NA,1
2976,0,10,27,9.94,12,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.43807931,1,0,230,26,NA,1
2977,0,15,24,9.94,12,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6.10924758,1,0,450,14,NA,5
2978,0,16,25,12,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.95324333,0,0,385,31,87,6
2979,0,17,34,13,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.70563909,0,0,817,42,116,1
2980,0,16,30,13,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.86901445,0,0,962,37,95,1
2981,0,13,28,14,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.01126717,0,0,408,32,94,1
2982,0,16,25,14,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.26530121,0,0,526,29,NA,6
2983,0,13,24,14,10,0,0,1,0,0,0,0,0,1,0,0,0,1,1,6.35957387,0,0,578,35,NA,1
2984,0,14,28,6,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.42971948,0,0,620,45,96,1
2985,1,12,25,7,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.43807931,0,1,230,29,99,6
2986,1,11,30,2,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.3630281,1,1,580,33,NA,1
2987,1,18,32,6,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7.05185562,0,1,1155,45,106,6
2988,1,12,28,9.94,10.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.94017125,1,1,380,24,NA,1
2989,1,16,27,10,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.42324696,1,1,616,26,NA,6
2990,1,12,28,10,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.10924758,1,1,450,28,NA,1
2991,1,12,25,10,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.05208917,1,1,425,30,NA,1
2992,1,12,28,8,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.2146081,1,1,500,36,85,1
2993,1,15,26,12,12,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,NA,36,113,1
2994,1,12,25,12,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.56948142,0,1,713,16,NA,1
2995,1,12,25,4,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.62007321,0,1,750,32,100,1
2996,1,15,24,4,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.77765232,0,1,323,37,92,1
2997,1,13,28,8,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.94505106,0,1,1038,38,101,1
2998,1,16,25,16,15,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.19644413,0,1,491,30,104,1
2999,1,13,29,10,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.26339826,0,1,525,37,88,6
3000,1,11,29,5,5,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.96100534,1,1,388,26,NA,1
3001,1,10,26,12,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.13122649,1,1,460,21,NA,1
3002,1,15,24,5,8,1,0,0,0,0,0,0,0,0,1,0,0,1,1,5.99146455,1,1,400,22,NA,6
3003,1,15,27,9,16,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.60258789,1,0,737,31,97,1
3004,1,14,26,6,10,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6.3952616,1,1,599,34,83,5
3005,0,18,33,12,16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,40,109,1
3006,0,10,28,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,1,NA,15,NA,1
3007,0,18,33,18,18,1,0,0,0,0,0,0,1,0,0,0,0,1,1,7.03085748,1,1,1131,43,71,4
3008,1,14,25,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.39859493,1,1,601,30,100,6
3009,1,10,26,9.94,11,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.69709349,1,1,298,22,NA,6
3010,1,12,27,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.45958551,1,1,235,39,96,6
3011,1,13,25,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.39362755,1,1,220,20,113,1
3012,1,8,26,9.94,11,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.54678541,1,1,697,26,NA,1
3013,1,9,24,9.94,11,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.295266,1,1,542,20,NA,6
3014,1,12,25,9.94,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.52146092,1,1,250,29,NA,6
3015,1,16,26,12,12,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.99146455,0,1,400,39,117,4
3016,1,15,31,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.04737218,0,1,423,39,101,6
3017,1,12,28,13,16,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,38,93,1
3018,1,12,25,6,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.66988092,0,1,290,NA,65,6
3019,1,10,33,9.94,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.50938834,1,1,247,32,NA,6
3020,1,13,26,9.94,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.94017125,1,1,380,33,87,1
3021,1,12,24,12,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.48616079,0,1,656,37,116,1
3022,1,12,32,9,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.56667243,0,1,711,42,106,1
3023,1,14,29,8,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.17586727,0,1,481,35,93,6
3024,1,16,25,8,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.46302946,0,1,641,35,112,1
3025,1,12,32,12,14,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.39024067,0,1,596,45,98,5
3026,1,7,31,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6.35957387,0,1,578,35,NA,1
3027,0,16,30,9.94,12,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6.51914729,0,1,678,37,NA,1
3028,0,14,34,4,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,0,1,NA,36,105,1
3029,0,16,32,11,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,7.33823815,0,1,1538,37,103,1
3030,0,12,33,9,12,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.75693239,0,1,860,36,103,1
3031,0,18,32,12,16,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.28039584,0,1,534,49,NA,6
3032,0,12,27,12,12,0,0,1,0,0,0,0,0,0,1,0,0,1,1,5.73009978,0,1,308,34,91,1
3033,0,14,29,12,10.25,1,0,0,0,0,0,0,0,0,1,0,0,1,1,6.39692966,0,1,600,41,118,1
3034,0,8,31,9.94,10.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.43775165,0,0,625,20,NA,1
3035,0,17,28,11,12,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,NA,36,123,1
3036,0,18,34,8,10.25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,NA,44,106,1
3037,0,13,29,10,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.29156914,0,0,540,28,87,1
3038,0,13,27,12,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.84064166,0,0,344,22,100,1
3039,0,12,25,12,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.2146081,0,0,500,39,96,1
3040,0,11,26,6,9,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.768321,1,0,320,16,NA,1
3041,0,18,27,4,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.9348942,1,0,378,29,62,1
3042,0,15,25,4,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.23644196,1,0,188,14,60,6
3043,0,9,33,4,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.12396398,1,0,168,19,NA,5
3044,0,2,25,6,10.25,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.52146092,1,0,250,12,NA,6
3045,0,3,24,6,5,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.24702407,1,0,190,8,NA,6
3046,0,12,28,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,6.90775528,1,1,1000,31,83,1
3047,0,12,24,9.94,10.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.33505425,1,0,564,20,100,6
3048,0,9,24,9.94,7,0,1,0,0,0,0,0,0,1,0,0,0,1,1,6.43615037,1,0,624,17,NA,1
3049,0,12,24,9.94,10.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6.57088296,1,0,714,26,NA,1
3050,0,12,24,12,10,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.28785856,0,0,538,40,123,1
3051,0,13,26,9,8,1,0,0,0,0,0,0,0,1,0,0,0,1,1,5.87211779,1,0,355,22,67,1
3052,0,12,24,9.94,12,0,1,0,0,0,0,0,0,1,0,0,0,1,1,5.48063892,1,0,240,28,NA,6
3053,0,12,25,10,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,NA,27,96,5
3054,0,12,24,9,12,1,0,0,0,0,0,0,0,1,0,0,0,1,1,6.03548143,0,0,418,22,NA,1
3055,1,13,27,14,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.93342303,0,0,1026,42,104,1
3056,1,17,32,12,14,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.68697536,0,0,295,34,106,6
3057,1,12,26,9.94,6,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.30991828,1,0,550,24,85,1
3058,1,12,27,9.94,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.28785856,1,0,538,27,81,1
3059,1,12,24,4,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,NA,17,NA,5
3060,1,5,30,2,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.85793315,0,0,350,37,NA,1
3061,1,12,27,8,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.56667243,0,0,711,37,109,1
3062,1,11,29,10,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,NA,34,62,6
3063,1,12,29,4,4,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.433722,1,0,229,20,76,1
3064,1,12,27,4,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.39362755,1,0,220,31,73,1
3065,1,12,29,8,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.7365723,1,0,310,26,62,1
3066,1,12,24,10,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.768321,1,0,320,28,76,1
3067,1,12,27,10,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.71373281,1,0,303,26,76,1
3068,1,13,26,5,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.10924758,0,0,450,36,104,1
3069,1,12,29,9,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.62406523,1,0,753,29,NA,1
3070,1,11,27,5,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,32,NA,1
3071,1,12,26,4,11,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.08221891,0,0,438,35,103,1
3072,1,11,28,1,7,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.78382518,1,0,325,27,NA,1
3073,1,16,32,9.94,12,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.74051936,0,0,846,44,106,1
3074,1,14,26,12,14,0,0,1,0,0,0,0,1,0,0,0,0,1,1,5.74620319,0,0,313,49,112,1
3075,1,13,34,7,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.1717006,0,1,479,38,NA,1
3076,1,12,31,10,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.06145692,0,1,429,24,94,6
3077,1,14,29,11,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.19440539,0,1,490,25,83,1
3078,1,12,24,11,9,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.88887796,0,1,361,34,NA,6
3079,1,14,33,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.99146455,0,1,400,40,91,1
3080,1,12,24,7,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.04737218,1,0,423,30,NA,1
3081,1,11,33,9.94,10.25,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,NA,16,NA,1
3082,1,12,27,5,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.73979291,1,0,311,12,NA,6
3083,1,11,27,3,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.60211882,1,0,271,12,NA,6
3084,1,18,26,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.95324333,1,0,385,33,NA,6
3085,1,16,24,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.27098843,1,0,529,18,NA,1
3086,1,12,25,9.94,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,NA,NA,4
3087,1,11,31,6,10,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.55108034,0,0,700,29,81,1
3088,1,9,32,3,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,1,NA,33,NA,1
3089,1,15,28,6,12,1,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,41,115,1
3090,1,10,32,6,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.94279938,0,0,381,15,87,1
3091,1,11,34,5,10.25,1,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,1,0,46,10,71,5
3092,1,12,28,12,12,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.14203741,0,0,465,36,118,1
3093,1,10,34,8,8,1,0,0,0,0,0,0,1,0,0,0,0,1,1,5.99146455,0,0,400,37,NA,1
3094,1,10,33,9,8,0,1,0,0,0,0,0,1,0,0,0,0,1,1,6.12029742,0,0,455,38,NA,6
3095,0,12,24,9.94,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,5.56068163,1,0,260,20,NA,1
3096,0,13,28,0,7,1,0,0,0,0,0,0,1,0,0,0,0,1,1,6.5581978,1,0,705,26,NA,1
3097,0,12,26,5,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,0,0,NA,24,NA,1
