"year","statefip","age","sex","empstat","educ","wkswork1","uhrsworkly","incwage"
2017,"new jersey",36,"female","at work","bachelor's degree",36,16,14000
2017,"michigan",37,"male","at work","12th grade, no diploma",52,40,22034
2017,"new york",25,"male","at work","high school diploma or equivalent",52,35,50000
2010,"ohio",40,"female","at work","associate's degree, academic program",52,55,30000
2017,"montana",44,"female","at work","bachelor's degree",51,40,14000
2000,"texas",22,"female","nilf, other","grade 9",2,20,400
2000,"iowa",37,"male","at work","associate's degree, academic program",52,40,60000
2010,"wisconsin",53,"female","at work","associate's degree, academic program",52,32,50000
2010,"ohio",39,"female","at work","master's degree",52,40,30000
2010,"new york",51,"female","at work","some college but no degree",52,35,40000
2000,"ohio",50,"male","at work","bachelor's degree",52,40,80000
2017,"iowa",38,"female","at work","bachelor's degree",52,40,130000
2017,"california",24,"female","at work","some college but no degree",52,40,34000
2010,"texas",40,"female","at work","bachelor's degree",52,40,25000
2010,"massachusetts",36,"female","at work","high school diploma or equivalent",52,40,27000
2017,"arkansas",32,"male","at work","master's degree",52,52,83000
2010,"texas",52,"male","at work","high school diploma or equivalent",52,40,72000
2000,"illinois",45,"male","at work","some college but no degree",52,40,50500
2000,"new york",53,"male","at work","associate's degree, academic program",52,40,86000
2010,"california",37,"male","at work","grades 1, 2, 3, or 4",35,50,7000
2010,"wisconsin",34,"male","at work","associate's degree, occupational/vocational program",50,50,2000
2010,"california",36,"male","at work","grade 11",40,30,7000
2000,"nevada",48,"male","at work","grade 10",52,40,19000
2010,"colorado",56,"male","at work","bachelor's degree",52,40,46000
2017,"louisiana",48,"female","at work","associate's degree, occupational/vocational program",52,50,56000
2000,"washington",44,"female","at work","high school diploma or equivalent",52,40,30000
2010,"illinois",54,"female","at work","associate's degree, occupational/vocational program",52,40,24000
2000,"nevada",31,"male","at work","high school diploma or equivalent",22,30,5000
2010,"illinois",51,"female","at work","some college but no degree",52,63,28000
2000,"rhode island",45,"male","at work","bachelor's degree",52,45,62900
2010,"virginia",47,"female","at work","bachelor's degree",52,40,125000
2010,"iowa",46,"male","at work","high school diploma or equivalent",52,45,50002
2010,"california",51,"female","nilf, unable to work","bachelor's degree",48,32,19263
2017,"missouri",37,"female","at work","grade 10",40,20,7000
2017,"texas",45,"female","at work","bachelor's degree",52,48,60000
2010,"california",42,"female","at work","some college but no degree",52,70,45500
2017,"wyoming",21,"female","at work","associate's degree, academic program",52,35,10000
2017,"district of columbia",32,"male","at work","master's degree",52,65,200000
2017,"district of columbia",35,"male","at work","professional school degree",52,40,125000
2000,"florida",57,"male","has job, not at work last week","high school diploma or equivalent",52,40,29000
2000,"new york",53,"female","at work","doctorate degree",52,40,72000
2000,"florida",33,"female","at work","grade 10",52,40,30000
2010,"delaware",41,"male","at work","some college but no degree",52,40,35002
2010,"wisconsin",41,"male","at work","high school diploma or equivalent",52,38,32000
2017,"utah",33,"male","at work","associate's degree, occupational/vocational program",52,24,22500
2017,"new hampshire",53,"female","at work","associate's degree, occupational/vocational program",52,45,55000
2000,"illinois",23,"female","at work","some college but no degree",52,40,18000
2000,"texas",61,"male","at work","bachelor's degree",52,40,100000
2010,"illinois",48,"female","at work","bachelor's degree",52,55,70000
2017,"florida",18,"female","at work","grade 11",52,34,9000
2010,"iowa",35,"male","at work","grades 7 or 8",52,40,25000
2010,"ohio",20,"male","at work","high school diploma or equivalent",52,35,19240
2010,"alabama",26,"female","at work","some college but no degree",52,40,20000
2010,"vermont",44,"male","at work","high school diploma or equivalent",52,40,52000
2000,"new york",56,"female","at work","high school diploma or equivalent",20,18,4359
2017,"maine",55,"female","at work","high school diploma or equivalent",52,40,36000
2010,"south dakota",29,"female","at work","associate's degree, occupational/vocational program",50,40,35000
2017,"south carolina",47,"female","at work","high school diploma or equivalent",36,25,7000
2010,"iowa",49,"female","at work","some college but no degree",52,32,23662
2017,"california",56,"male","at work","master's degree",52,40,110000
2010,"california",34,"male","at work","some college but no degree",44,40,45000
2010,"connecticut",30,"male","at work","high school diploma or equivalent",52,40,52000
2010,"texas",43,"male","at work","high school diploma or equivalent",52,40,48000
2017,"wyoming",63,"female","at work","bachelor's degree",52,40,50000
2017,"georgia",59,"male","unemployed, experienced worker","grade 11",52,60,30000
2017,"wisconsin",34,"female","at work","associate's degree, occupational/vocational program",52,40,32000
2010,"kentucky",44,"female","at work","doctorate degree",52,30,129677
2010,"ohio",21,"female","at work","high school diploma or equivalent",52,20,15000
2000,"texas",27,"female","at work","professional school degree",32,99,16000
2000,"south dakota",32,"male","at work","bachelor's degree",52,40,31000
2000,"nebraska",48,"male","at work","some college but no degree",52,40,8000
2000,"new jersey",36,"female","at work","bachelor's degree",52,40,40825
2000,"california",18,"female","unemployed, experienced worker","grade 10",32,5,3558
2017,"rhode island",25,"male","at work","grade 11",37,25,4000
2000,"pennsylvania",46,"male","at work","bachelor's degree",52,40,24000
2000,"illinois",45,"male","at work","associate's degree, occupational/vocational program",52,40,31000
2010,"california",23,"female","at work","some college but no degree",52,40,14000
2010,"oklahoma",27,"male","at work","high school diploma or equivalent",52,40,24444
2017,"new york",49,"male","at work","master's degree",52,40,120000
2010,"new hampshire",57,"male","at work","high school diploma or equivalent",52,40,46000
2010,"nebraska",64,"male","has job, not at work last week","bachelor's degree",52,50,4000
2000,"new mexico",18,"female","unemployed, experienced worker","grade 11",12,35,2000
2010,"idaho",56,"female","at work","high school diploma or equivalent",52,20,15002
2010,"pennsylvania",32,"female","at work","some college but no degree",52,40,30000
2000,"new york",20,"male","at work","grade 11",52,55,20000
2017,"new jersey",19,"female","at work","some college but no degree",51,30,12000
2000,"texas",20,"male","at work","some college but no degree",52,40,16120
2017,"georgia",42,"female","at work","associate's degree, academic program",52,40,28600
2017,"alabama",35,"female","at work","bachelor's degree",52,40,35000
2010,"hawaii",33,"male","at work","some college but no degree",52,35,27000
2010,"pennsylvania",44,"male","at work","high school diploma or equivalent",44,25,8400
2000,"north carolina",35,"male","at work","bachelor's degree",52,45,72000
2017,"west virginia",23,"male","at work","some college but no degree",52,35,15000
2010,"california",48,"male","at work","grade 11",52,40,52000
2000,"ohio",52,"male","has job, not at work last week","bachelor's degree",52,40,229339
2010,"north carolina",48,"female","at work","high school diploma or equivalent",52,40,30000
2000,"new hampshire",20,"female","at work","some college but no degree",52,4,3050
2017,"illinois",59,"male","at work","some college but no degree",52,70,110000
2000,"new york",52,"female","at work","bachelor's degree",52,40,42000
2010,"north dakota",61,"female","at work","high school diploma or equivalent",52,62,31130
2017,"florida",28,"female","at work","high school diploma or equivalent",52,20,30000
2000,"mississippi",18,"female","nilf, other","grade 11",16,20,1760
2010,"maryland",56,"female","at work","high school diploma or equivalent",52,40,14000
2000,"wisconsin",55,"female","at work","master's degree",44,55,50000
2017,"hawaii",36,"male","armed forces","doctorate degree",52,40,165000
2000,"california",33,"female","at work","high school diploma or equivalent",52,10,16000
2000,"kentucky",28,"female","at work","high school diploma or equivalent",50,45,32000
2000,"washington",62,"male","at work","associate's degree, academic program",50,40,49000
2000,"pennsylvania",34,"female","at work","master's degree",40,40,54000
2017,"ohio",47,"female","at work","high school diploma or equivalent",52,40,16000
2000,"louisiana",20,"female","at work","some college but no degree",30,32,5650
2010,"north dakota",36,"female","at work","associate's degree, occupational/vocational program",52,40,35000
2010,"missouri",39,"male","at work","bachelor's degree",52,40,89799
2010,"vermont",38,"female","at work","bachelor's degree",52,37,33000
2000,"illinois",38,"male","at work","master's degree",52,50,110000
2017,"california",41,"female","at work","some college but no degree",52,40,70000
2000,"texas",34,"female","at work","bachelor's degree",52,40,24000
2000,"south dakota",46,"male","at work","bachelor's degree",52,40,60000
2017,"nevada",58,"male","at work","grades 7 or 8",45,20,12000
2010,"nevada",23,"female","at work","high school diploma or equivalent",46,20,9316
2010,"wisconsin",46,"female","unemployed, experienced worker","high school diploma or equivalent",13,32,10300
2010,"mississippi",35,"male","at work","high school diploma or equivalent",52,40,30000
2010,"texas",22,"female","at work","some college but no degree",52,3,1000
2010,"missouri",42,"female","at work","high school diploma or equivalent",40,40,17000
2010,"new jersey",58,"female","at work","master's degree",40,35,82950
2010,"new york",42,"female","at work","12th grade, no diploma",52,24,7200
2000,"arizona",50,"male","at work","associate's degree, occupational/vocational program",52,80,20000
2010,"mississippi",28,"male","at work","grade 9",52,30,21000
2000,"north carolina",51,"female","at work","high school diploma or equivalent",26,55,22000
2010,"new mexico",36,"male","at work","some college but no degree",52,40,70000
2017,"south dakota",50,"female","at work","bachelor's degree",52,40,32000
2017,"south dakota",32,"male","at work","high school diploma or equivalent",52,6,1639
2010,"nevada",36,"female","at work","associate's degree, occupational/vocational program",52,40,50000
2017,"south dakota",30,"female","at work","bachelor's degree",52,36,59000
2017,"west virginia",34,"male","at work","high school diploma or equivalent",52,40,27000
2010,"nebraska",61,"female","nilf, other","associate's degree, occupational/vocational program",52,40,25000
2017,"minnesota",51,"male","at work","bachelor's degree",52,40,60000
2017,"utah",41,"female","at work","master's degree",40,10,20000
2017,"oregon",48,"male","at work","some college but no degree",52,40,90000
2017,"idaho",63,"female","at work","bachelor's degree",52,40,30000
2000,"texas",43,"male","at work","some college but no degree",52,40,30000
2000,"idaho",49,"female","at work","some college but no degree",52,40,23660
2010,"connecticut",62,"female","unemployed, experienced worker","some college but no degree",52,40,38000
2010,"california",47,"male","at work","bachelor's degree",52,40,115663
2017,"pennsylvania",43,"female","at work","high school diploma or equivalent",52,40,41000
2010,"california",34,"female","at work","associate's degree, occupational/vocational program",52,40,40000
2010,"district of columbia",59,"male","unemployed, experienced worker","some college but no degree",6,40,2500
2000,"connecticut",31,"female","nilf, other","bachelor's degree",52,40,30000
2000,"california",29,"female","at work","some college but no degree",52,50,36000
2000,"pennsylvania",54,"male","at work","high school diploma or equivalent",52,45,40000
2010,"connecticut",38,"male","at work","master's degree",52,55,60000
2010,"washington",53,"male","at work","associate's degree, academic program",52,40,50000
2017,"california",43,"male","at work","some college but no degree",52,30,19000
2010,"vermont",44,"male","at work","some college but no degree",52,36,45000
2010,"vermont",21,"male","at work","some college but no degree",52,24,20000
2000,"iowa",25,"male","at work","bachelor's degree",52,20,16800
2010,"illinois",53,"female","at work","high school diploma or equivalent",52,38,50000
2010,"california",44,"male","at work","bachelor's degree",52,50,36000
2010,"texas",42,"female","at work","master's degree",52,40,45000
2000,"massachusetts",60,"female","at work","high school diploma or equivalent",20,20,5000
2017,"missouri",37,"male","at work","high school diploma or equivalent",52,40,70000
2017,"utah",23,"male","at work","grade 11",22,16,1500
2010,"nevada",36,"male","has job, not at work last week","master's degree",52,40,100000
2010,"michigan",45,"female","at work","master's degree",52,45,43000
2000,"florida",22,"male","nilf, other","12th grade, no diploma",8,25,800
2017,"kentucky",54,"male","at work","high school diploma or equivalent",12,12,20000
2000,"ohio",51,"male","at work","some college but no degree",52,42,45000
2000,"wisconsin",32,"female","at work","associate's degree, academic program",52,40,29255
2010,"maryland",25,"male","at work","bachelor's degree",20,40,9600
2017,"california",28,"female","at work","bachelor's degree",52,50,100000
2000,"texas",47,"male","at work","professional school degree",52,50,100000
2017,"washington",24,"male","at work","grade 11",26,35,4000
2010,"pennsylvania",45,"male","at work","high school diploma or equivalent",52,40,44000
2010,"new hampshire",52,"male","at work","grade 10",52,50,125000
2017,"oregon",63,"female","at work","some college but no degree",52,40,41600
2017,"kansas",21,"male","at work","associate's degree, occupational/vocational program",4,35,5000
2010,"pennsylvania",51,"female","at work","associate's degree, academic program",52,38,53000
2017,"iowa",19,"male","at work","high school diploma or equivalent",32,40,20000
2000,"california",63,"male","has job, not at work last week","high school diploma or equivalent",52,55,75000
2010,"connecticut",22,"male","nilf, other","bachelor's degree",20,10,9000
2017,"pennsylvania",32,"female","at work","associate's degree, occupational/vocational program",52,30,9000
2000,"west virginia",33,"female","at work","bachelor's degree",52,40,21000
2010,"pennsylvania",63,"male","at work","bachelor's degree",52,40,120000
2017,"ohio",61,"male","at work","bachelor's degree",52,40,44000
2017,"texas",29,"male","at work","some college but no degree",52,40,35000
2000,"new york",47,"female","at work","bachelor's degree",14,26,2400
2000,"california",54,"female","at work","some college but no degree",52,40,27000
2000,"new york",27,"female","at work","associate's degree, academic program",52,40,37000
2017,"new jersey",42,"female","at work","bachelor's degree",52,40,38000
2000,"vermont",55,"female","at work","high school diploma or equivalent",52,50,12000
2017,"district of columbia",30,"male","at work","doctorate degree",52,45,136211
2000,"texas",41,"male","at work","high school diploma or equivalent",52,40,40000
2017,"massachusetts",47,"female","at work","professional school degree",52,40,147000
2017,"district of columbia",34,"female","at work","professional school degree",52,35,94000
2000,"connecticut",31,"female","at work","bachelor's degree",52,45,33000
2000,"utah",46,"male","at work","associate's degree, academic program",52,40,75000
2010,"tennessee",34,"female","at work","bachelor's degree",52,41,31000
2010,"california",60,"male","at work","grades 1, 2, 3, or 4",52,40,45000
2017,"arizona",43,"male","at work","grade 9",52,50,36000
2017,"alabama",58,"male","at work","master's degree",36,40,80000
2000,"georgia",36,"male","at work","some college but no degree",52,40,55000
2010,"texas",44,"female","at work","high school diploma or equivalent",52,40,12000
2000,"illinois",52,"male","unemployed, experienced worker","master's degree",48,50,80000
2010,"texas",32,"female","at work","some college but no degree",52,53,37000
2017,"california",36,"female","at work","some college but no degree",52,40,48000
2010,"california",56,"female","unemployed, experienced worker","bachelor's degree",52,50,55000
2010,"virginia",48,"male","at work","some college but no degree",52,55,75000
2017,"georgia",54,"female","at work","bachelor's degree",51,40,27000
2000,"louisiana",45,"male","at work","some college but no degree",52,48,26000
2010,"north carolina",42,"male","at work","some college but no degree",52,40,32000
2010,"oregon",26,"male","at work","some college but no degree",52,40,38000
2010,"new hampshire",47,"female","at work","high school diploma or equivalent",52,40,36989
2000,"maine",53,"male","at work","high school diploma or equivalent",52,40,21000
2010,"illinois",59,"female","at work","bachelor's degree",52,20,1500
2000,"pennsylvania",23,"male","at work","some college but no degree",52,40,24000
2000,"massachusetts",50,"female","at work","grade 9",52,40,15000
2017,"california",51,"female","at work","master's degree",52,40,150000
2000,"new jersey",20,"male","at work","high school diploma or equivalent",52,40,14560
2000,"kentucky",31,"female","at work","bachelor's degree",52,40,27000
2010,"california",39,"male","at work","high school diploma or equivalent",52,40,50000
2010,"virginia",21,"female","at work","high school diploma or equivalent",32,32,10000
2010,"hawaii",24,"male","unemployed, experienced worker","high school diploma or equivalent",26,40,7500
2000,"idaho",37,"female","nilf, other","grade 9",5,40,1500
2017,"georgia",44,"male","at work","master's degree",52,60,100000
2000,"south dakota",40,"male","at work","bachelor's degree",52,40,63000
2010,"california",50,"female","at work","grades 5 or 6",52,62,7680
2000,"california",36,"female","at work","bachelor's degree",52,40,26000
2017,"missouri",35,"female","at work","bachelor's degree",52,45,50000
2010,"montana",26,"male","at work","bachelor's degree",46,40,58000
2017,"montana",19,"female","at work","high school diploma or equivalent",52,15,3000
2010,"california",44,"female","at work","grades 5 or 6",52,20,12500
2017,"california",45,"male","at work","bachelor's degree",52,50,40000
2000,"illinois",43,"female","at work","high school diploma or equivalent",52,40,29000
2010,"california",54,"female","at work","associate's degree, occupational/vocational program",52,40,19000
2017,"north carolina",21,"female","at work","some college but no degree",52,17,6000
2010,"alaska",46,"female","at work","bachelor's degree",52,45,51000
2017,"missouri",55,"female","at work","high school diploma or equivalent",22,60,26300
2017,"florida",42,"female","at work","grades 7 or 8",44,40,27000
2010,"new jersey",40,"female","at work","bachelor's degree",52,50,58000
2017,"north carolina",30,"male","at work","associate's degree, academic program",52,40,30000
2017,"north carolina",45,"male","at work","bachelor's degree",52,40,63000
2000,"michigan",56,"male","at work","some college but no degree",12,6,497
2017,"new mexico",30,"male","at work","bachelor's degree",52,40,80000
2010,"indiana",47,"female","at work","associate's degree, academic program",52,40,30000
2017,"vermont",40,"female","at work","some college but no degree",52,35,30000
2010,"texas",21,"female","at work","high school diploma or equivalent",52,40,27040
2017,"arkansas",40,"female","at work","bachelor's degree",52,40,19000
2000,"north dakota",37,"female","at work","master's degree",52,40,28000
2010,"montana",44,"male","at work","bachelor's degree",52,50,43666
2010,"new mexico",50,"female","at work","some college but no degree",52,35,22000
2017,"kentucky",28,"female","at work","bachelor's degree",52,40,60000
2000,"ohio",44,"male","unemployed, experienced worker","some college but no degree",16,40,20000
2017,"ohio",29,"female","at work","associate's degree, occupational/vocational program",52,20,14000
2010,"minnesota",46,"male","at work","high school diploma or equivalent",52,40,80000
2010,"delaware",31,"male","at work","bachelor's degree",52,40,36000
2010,"nevada",57,"male","at work","some college but no degree",52,40,51000
2017,"idaho",47,"female","at work","12th grade, no diploma",52,40,18000
2010,"minnesota",39,"male","unemployed, new worker","high school diploma or equivalent",16,40,8734
2010,"maryland",50,"female","at work","bachelor's degree",52,40,148000
2017,"alabama",39,"female","at work","high school diploma or equivalent",52,35,33000
2000,"florida",64,"female","at work","high school diploma or equivalent",52,8,9000
2010,"california",29,"female","nilf, other","high school diploma or equivalent",26,40,20000
2000,"new mexico",38,"male","at work","master's degree",52,50,46000
2010,"north dakota",34,"male","at work","bachelor's degree",52,40,50000
2010,"iowa",34,"male","at work","some college but no degree",52,40,24000
2017,"tennessee",25,"male","at work","high school diploma or equivalent",52,34,13000
2017,"ohio",27,"male","at work","high school diploma or equivalent",52,40,85000
2010,"south dakota",31,"female","at work","bachelor's degree",52,50,49500
2010,"missouri",51,"female","at work","master's degree",35,40,60002
2017,"maryland",49,"male","at work","master's degree",52,45,130000
2017,"ohio",55,"female","at work","master's degree",52,40,52000
2000,"florida",49,"female","at work","high school diploma or equivalent",52,40,18000
2010,"wisconsin",38,"female","at work","bachelor's degree",30,12,4700
2010,"wyoming",29,"male","at work","some college but no degree",52,40,85000
2010,"south dakota",36,"male","has job, not at work last week","bachelor's degree",52,50,110000
2000,"florida",42,"female","at work","some college but no degree",52,40,60
2017,"delaware",25,"female","at work","bachelor's degree",52,40,23000
2017,"new york",47,"female","at work","high school diploma or equivalent",52,40,25000
2010,"texas",34,"female","at work","bachelor's degree",52,90,30000
2010,"florida",39,"female","at work","bachelor's degree",52,40,32000
2000,"texas",20,"female","at work","high school diploma or equivalent",10,40,1890
2010,"vermont",53,"male","at work","high school diploma or equivalent",52,40,15080
2000,"missouri",45,"female","at work","bachelor's degree",14,40,12946
2017,"florida",30,"female","has job, not at work last week","master's degree",36,40,32000
2000,"pennsylvania",62,"female","at work","high school diploma or equivalent",40,20,28000
2010,"georgia",50,"female","unemployed, experienced worker","bachelor's degree",35,15,7000
2017,"washington",38,"male","at work","grades 5 or 6",52,54,34000
2017,"illinois",53,"male","at work","high school diploma or equivalent",52,65,42000
2010,"louisiana",54,"male","at work","high school diploma or equivalent",52,40,40000
2017,"california",63,"female","at work","bachelor's degree",52,40,72000
2000,"california",27,"male","at work","high school diploma or equivalent",40,40,35000
2017,"texas",60,"female","at work","some college but no degree",52,35,48000
2000,"california",38,"female","at work","bachelor's degree",52,40,40000
2000,"florida",63,"male","at work","associate's degree, occupational/vocational program",52,35,14000
2017,"alaska",33,"male","unemployed, experienced worker","high school diploma or equivalent",44,40,48000
2010,"wisconsin",47,"male","at work","bachelor's degree",52,50,65000
2010,"illinois",31,"female","at work","bachelor's degree",35,30,25000
2017,"utah",60,"male","at work","some college but no degree",52,40,75000
2010,"maryland",55,"male","unemployed, experienced worker","associate's degree, academic program",20,40,23000
2010,"north dakota",47,"female","at work","bachelor's degree",52,40,42000
2017,"district of columbia",29,"male","at work","bachelor's degree",52,50,88000
2000,"alabama",45,"female","at work","grade 9",52,40,8000
2010,"california",28,"male","at work","grades 7 or 8",52,40,22000
2000,"california",62,"male","nilf, retired","grade 10",20,40,22000
2017,"montana",36,"male","at work","bachelor's degree",52,40,45000
2010,"california",23,"female","at work","some college but no degree",52,36,23000
2010,"wisconsin",32,"male","at work","bachelor's degree",52,45,49400
2010,"minnesota",48,"male","at work","high school diploma or equivalent",52,40,45000
2010,"texas",35,"male","at work","associate's degree, occupational/vocational program",48,50,32652
2010,"hawaii",39,"male","at work","high school diploma or equivalent",52,20,7500
2010,"california",21,"male","at work","high school diploma or equivalent",52,40,19000
2000,"alabama",46,"male","at work","high school diploma or equivalent",52,36,17264
2000,"california",30,"female","at work","bachelor's degree",52,65,53005
2000,"texas",31,"male","at work","some college but no degree",52,45,30000
2017,"washington",28,"male","at work","high school diploma or equivalent",52,40,20000
2017,"florida",33,"male","at work","high school diploma or equivalent",48,40,40000
2017,"vermont",23,"female","at work","some college but no degree",32,35,13900
2010,"mississippi",32,"male","at work","grade 11",40,40,10000
2000,"new york",27,"male","at work","high school diploma or equivalent",26,38,9000
2010,"alabama",28,"female","at work","associate's degree, occupational/vocational program",52,40,32000
2010,"new york",18,"male","unemployed, experienced worker","grade 10",8,20,1600
2010,"nebraska",26,"male","at work","bachelor's degree",52,50,44000
2017,"ohio",62,"female","at work","professional school degree",48,50,30000
2010,"georgia",51,"male","at work","some college but no degree",52,35,86000
2017,"district of columbia",30,"male","at work","bachelor's degree",52,45,82000
2000,"illinois",51,"female","at work","high school diploma or equivalent",52,20,12000
2017,"texas",27,"male","at work","some college but no degree",45,40,22000
2017,"wyoming",45,"male","has job, not at work last week","bachelor's degree",52,40,43165
2010,"alabama",39,"male","at work","high school diploma or equivalent",52,80,38000
2000,"michigan",23,"female","at work","high school diploma or equivalent",50,40,36400
2000,"texas",31,"female","at work","some college but no degree",52,35,20800
2017,"texas",50,"female","at work","high school diploma or equivalent",52,44,47002
2000,"michigan",27,"female","at work","bachelor's degree",52,40,40000
2000,"illinois",40,"male","at work","associate's degree, occupational/vocational program",52,40,60000
2010,"new york",33,"female","at work","bachelor's degree",52,40,85000
2017,"illinois",32,"male","at work","associate's degree, academic program",52,50,70000
2017,"utah",40,"male","at work","bachelor's degree",52,40,98000
2017,"california",35,"female","at work","bachelor's degree",52,40,120000
2000,"kentucky",19,"male","unemployed, experienced worker","some college but no degree",52,35,10000
2010,"north carolina",53,"male","at work","doctorate degree",52,40,90000
2000,"california",30,"female","at work","master's degree",52,40,39000
2017,"west virginia",39,"female","at work","bachelor's degree",52,40,48000
2010,"texas",42,"male","at work","master's degree",52,45,128500
2000,"florida",51,"female","at work","master's degree",52,40,52000
2000,"tennessee",30,"male","at work","doctorate degree",50,99,32000
2010,"utah",48,"male","at work","bachelor's degree",52,40,45000
2000,"new york",47,"female","at work","bachelor's degree",52,40,13000
2010,"california",40,"female","at work","high school diploma or equivalent",52,40,100000
2010,"california",29,"male","nilf, other","some college but no degree",2,1,500
2010,"louisiana",42,"female","at work","high school diploma or equivalent",52,40,22500
2000,"alaska",36,"male","armed forces","bachelor's degree",52,40,21000
2000,"new york",32,"female","at work","bachelor's degree",18,20,9350
2017,"california",40,"female","at work","professional school degree",52,40,40000
2017,"vermont",61,"male","at work","master's degree",52,33,38000
2000,"ohio",27,"female","nilf, other","bachelor's degree",8,40,11739
2017,"new jersey",34,"female","at work","high school diploma or equivalent",52,40,35000
2000,"idaho",21,"male","at work","high school diploma or equivalent",52,40,14200
2010,"florida",19,"female","at work","high school diploma or equivalent",52,24,6000
2010,"idaho",41,"male","at work","master's degree",52,50,110000
2000,"indiana",50,"male","at work","master's degree",52,40,45000
2010,"arizona",53,"female","at work","associate's degree, occupational/vocational program",52,40,27000
2000,"illinois",20,"female","at work","high school diploma or equivalent",52,40,10000
2010,"new york",37,"female","at work","doctorate degree",52,41,75000
2010,"texas",24,"male","at work","bachelor's degree",52,40,62000
2010,"texas",55,"male","at work","associate's degree, academic program",52,40,52000
2017,"texas",40,"male","at work","master's degree",52,60,120000
2017,"minnesota",30,"female","at work","master's degree",52,45,85000
2010,"new mexico",28,"male","at work","high school diploma or equivalent",26,74,34000
2017,"arizona",40,"female","nilf, other","high school diploma or equivalent",30,35,14000
2000,"montana",22,"female","at work","high school diploma or equivalent",52,40,14560
2010,"delaware",44,"female","at work","bachelor's degree",52,40,35000
2017,"oklahoma",30,"female","at work","bachelor's degree",40,40,100000
2010,"vermont",48,"female","at work","master's degree",52,20,35000
2010,"new jersey",39,"male","at work","high school diploma or equivalent",51,30,23000
2010,"nebraska",46,"male","unemployed, experienced worker","some college but no degree",39,40,26000
2010,"washington",21,"female","at work","grade 11",52,20,6243
2000,"michigan",30,"male","at work","some college but no degree",52,36,15000
2000,"utah",24,"female","unemployed, experienced worker","bachelor's degree",13,20,2000
2017,"california",39,"male","at work","doctorate degree",52,40,120000
2010,"illinois",23,"male","at work","high school diploma or equivalent",52,38,35000
2017,"illinois",57,"female","at work","high school diploma or equivalent",52,45,36000
2017,"georgia",52,"female","at work","bachelor's degree",52,25,15000
2010,"colorado",24,"female","nilf, other","grade 10",52,40,15000
2010,"north dakota",32,"female","at work","bachelor's degree",52,25,19000
2010,"district of columbia",34,"male","at work","grade 9",52,40,14000
2000,"texas",58,"female","at work","high school diploma or equivalent",52,40,25000
2010,"utah",48,"male","at work","bachelor's degree",52,55,140000
2010,"california",35,"female","at work","high school diploma or equivalent",52,40,33800
2017,"texas",53,"male","at work","bachelor's degree",52,40,60000
2017,"virginia",43,"male","at work","professional school degree",52,40,95000
2017,"florida",36,"male","at work","associate's degree, academic program",30,40,13000
2017,"tennessee",25,"male","has job, not at work last week","high school diploma or equivalent",52,40,50000
2010,"south carolina",33,"female","at work","bachelor's degree",52,40,23000
2017,"south dakota",18,"male","at work","high school diploma or equivalent",52,48,22000
2000,"illinois",23,"female","at work","bachelor's degree",30,40,13000
2000,"florida",48,"male","at work","master's degree",52,40,56000
2010,"utah",31,"male","at work","some college but no degree",52,45,45000
2017,"colorado",31,"male","at work","associate's degree, occupational/vocational program",52,40,50000
2017,"minnesota",25,"male","at work","some college but no degree",52,40,15000
2017,"district of columbia",60,"male","at work","bachelor's degree",52,50,145000
2010,"idaho",53,"female","at work","grades 5 or 6",52,40,24000
2000,"california",27,"female","at work","some college but no degree",52,20,13000
2010,"georgia",28,"female","nilf, other","some college but no degree",35,40,10002
2000,"massachusetts",33,"female","at work","high school diploma or equivalent",52,21,22000
2010,"tennessee",54,"female","at work","bachelor's degree",52,80,433605
2000,"missouri",52,"male","at work","bachelor's degree",52,40,23000
2017,"texas",20,"female","at work","some college but no degree",20,20,3360
2000,"illinois",36,"female","at work","master's degree",52,30,10000
2017,"south carolina",63,"female","at work","master's degree",52,80,64000
2000,"illinois",42,"female","at work","some college but no degree",52,40,51000
2000,"rhode island",44,"female","at work","master's degree",52,35,55458
2010,"hawaii",46,"male","at work","some college but no degree",52,40,43000
2000,"alaska",34,"male","at work","some college but no degree",44,99,249805
2000,"california",28,"male","at work","none or preschool",52,75,15000
2017,"south carolina",42,"male","at work","some college but no degree",26,42,44000
2010,"nevada",43,"male","at work","associate's degree, academic program",52,40,41323
2000,"texas",52,"female","at work","associate's degree, occupational/vocational program",52,40,14000
2000,"new york",47,"female","at work","associate's degree, academic program",40,40,9100
2017,"colorado",45,"female","at work","master's degree",52,40,52000
2000,"texas",51,"female","at work","high school diploma or equivalent",52,36,23000
2017,"michigan",30,"male","nilf, unable to work","12th grade, no diploma",4,2,300
2000,"pennsylvania",37,"female","at work","grades 7 or 8",52,25,9000
2017,"montana",40,"male","at work","high school diploma or equivalent",52,40,20000
2017,"new hampshire",39,"female","at work","bachelor's degree",52,32,70000
2010,"utah",55,"female","at work","master's degree",52,45,33000
2017,"colorado",25,"male","at work","some college but no degree",52,44,36000
2017,"california",57,"female","at work","associate's degree, occupational/vocational program",52,50,36000
2017,"new york",43,"female","at work","12th grade, no diploma",52,40,20000
2000,"texas",31,"female","has job, not at work last week","associate's degree, occupational/vocational program",40,40,12000
2017,"massachusetts",26,"female","at work","bachelor's degree",52,40,250000
2010,"new mexico",43,"female","at work","associate's degree, occupational/vocational program",52,31,12000
2010,"florida",55,"female","at work","master's degree",11,28,27600
2017,"washington",24,"male","at work","high school diploma or equivalent",52,40,50000
